WDPAID,WDPA_PID,NAME,unique_id,area_km2,STATUS_YR,iucnCatOrd,IUCN_CAT,DESIG_ENG,GIS_AREA,Continent,Country,own_pa_id,functional_biome_num,nitrogen_depo,olson_biome_num,human_modification,climatic_region_num,MaxTemp,elevation,MAT,MAP,BurnedAreaMean,EVI,climatic_region,olson_biome,functional_biome,land_cover,PaAge
403,403,Carnarvon,Australia_403,3009.00143122458,1994,3,II,National Park,3022.11104760576,Oceania,Australia,32145,24,221.560256958008,7,0.00254882406443357,6,35.3139572143555,687.182556152344,18.851167678833,60.4036483764649,0.132891058921814,2743.61865234375,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",THN,ClosedForestDeciduousBroad,29
404,404,Bowling Green Bay,Australia_404,572.789195416995,2019,3,II,National Park,575.793909052905,Oceania,Australia,32180,20,165.423782348633,7,0.0436227731406689,3,31.3303871154785,238.09455871582,22.9179191589355,101.681480407715,0.019368601962924,3255.80810546875,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SMN,ClosedForestEvergreenBroad,4
405,405,Daintree,Australia_405,1162.55327189992,2018,3,II,National Park,1169.16562353638,Oceania,Australia,32227,24,118.431549072266,1,0.0322329699993134,2,29.3163280487061,425.488128662109,22.4113388061523,188.564453125,0.0016038230387494,4799.646484375,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,5
4056,4056,Lambir Hills National Park,Malaysia_4056,64.0785147745043,1975,3,II,National Park,64.5055066942285,Asia,Malaysia,32255,24,547.024047851563,1,0.0980837717652321,1,29.963981628418,200.547805786133,26.1659088134766,284.608245849609,2.7571393729886e-05,4754.18408203125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,48
406,406,Whitsunday Islands,NA_406,174.235285362236,2000,3,II,National Park,175.129200957436,"","",32278,21,176.504302978516,1,0.0538197495043278,3,28.0746212005615,69.8302459716797,23.4930324554443,141.599975585938,0.00377582525834441,4164.884765625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,SHN,ClosedForestEvergreenBroad,23
407,407,Eungella,Australia_407,600.44716503702,2016,3,II,National Park,603.456699410668,Oceania,Australia,32340,24,184.302124023438,1,0.0256063807755709,11,29.6624813079834,594.689025878906,18.8409366607666,149.128189086914,0.0355295613408089,4369.4912109375,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,7
409,409,Hinchinbrook Island,NA_409,397.653041567839,2000,3,II,National Park,399.801661302334,"","",32507,24,121.036888122559,1,0.00316856242716312,2,29.6156845092773,197.208526611328,23.5746231079102,207.295974731445,0.00546048860996962,4048.0625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,23
40924,40924,Estação Ecológica Do Guaraguaçu,Brazil_40924,11.8787814456031,1992,1,Ia,Ecological Station,11.9286880293647,South America,Brazil,32510,24,457.820373535156,14,0.193756937980652,14,30.2497024536133,14.3361339569092,22.0713710784912,164.233764648438,0,4448.77001953125,Temperate,Mangroves,THN,ClosedForestEvergreenBroad,31
40926,40926,Kolin kansallispuisto,Finland_40926,29.4713113635786,1991,3,II,National Park,29.4712225553498,Europe,Finland,32511,17,341.473663330078,6,0.174174726009369,27,23.6539669036865,153.987594604492,3.43375039100647,68.2742080688477,0,1996.67895507813,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,32
40927,40927,Koloveden kansallispuisto,Finland_40927,60.7765773883208,1990,3,II,National Park,60.7768066777306,Europe,Finland,32512,5,360.039276123047,6,0.092751108109951,26,24.936315536499,104.712432861328,4.29041290283203,60.5046882629395,0,1800.78881835938,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,33
40930,40930,Torronsuon kansallispuisto,Finland_40930,30.9000801942326,1990,3,II,National Park,30.9000668309596,Europe,Finland,32514,5,491.063659667969,6,0.292063683271408,26,25.7780418395996,116.465141296387,5.34900617599487,56.9682312011719,0,2332.0390625,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,33
40940,40940,Middle Island,United Kingdom_40940,1.63259916263071,1966,1,Ia,Nature Reserve,1.63010062666392,South America,United Kingdom,32516,19,55.3169631958008,,0,16,14.0426473617554,4.78960275650024,6.78145885467529,46.7162590026856,0,2052.6787109375,Temperate,"",SLN,HerbacousVeg,57
410,410,Cape Melville (Cape York Peninsula Aboriginal Land),Australia_410,1699.88222628181,2013,3,II,National Park Aboriginal,1709.90878628643,Oceania,Australia,32527,21,103.749847412109,7,0.00175175850745291,3,32.0994987487793,72.7423400878906,25.8208541870117,104.414596557617,0.165376886725426,3264.17138671875,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SHN,ClosedForestDeciduousBroad,10
41001,41001,El Cipresal,Honduras_41001,20.3593936085049,1992,1,Ia,Biological Reserve,20.4316905623,North America,Honduras,32529,24,519.183959960938,1,0.202088057994843,15,26.6508941650391,1679.26647949219,17.2659740447998,124.031730651855,0.0741623044013977,4778.66259765625,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,31
41011,41011,Capiro - Calentura,Honduras_41011,80.8537178520926,2016,3,II,National Park,81.1359508243,North America,Honduras,32531,24,360.968322753906,1,0.279854387044907,2,30.6360359191895,439.619018554688,24.6174755096436,227.668853759766,0.00114006677176803,5585.81201171875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,7
41078,41078,Estação Ecológica Do Jardim Botânico,Brazil_41078,45.0252143944739,1992,1,Ia,Ecological Station,45.2828629545281,South America,Brazil,32550,9,632.82470703125,7,0.343302249908447,3,31.2405757904053,1085.09558105469,21.6662368774414,96.1356887817383,0.052399106323719,3234.18383789063,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SHD,OpenForestOther,31
4114,4114,Parc National de Toubkal,Morocco_4114,393.358212802141,1942,3,II,National Park,393.358629771453,Africa,Morocco,32560,19,167.496597290039,10,0.248943567276001,18,26.0918884277344,3000.0439453125,6.58199167251587,58.6084403991699,0.000501252943649888,647.904418945313,Cold,Montane Grasslands & Shrublands,SLN,HerbacousVeg,81
4115,4115,Parc National de Tazekka,Morocco_4115,138.492156511138,1950,3,II,National Park,138.492153311349,Africa,Morocco,32561,11,507.995422363281,12,0.264472663402557,8,32.6293296813965,1374.06896972656,13.8143482208252,100.730583190918,3.20107537845615e-05,2842.87353515625,Temperate,"Mediterranean Forests, Woodlands & Scrub",TMD,OpenForestOther,73
4118,4118,Djurdjura,Algeria_4118,202.167532389705,1983,3,II,National Park,202.568544030962,Africa,Algeria,32562,11,516.747863769531,12,0.554769098758698,8,32.1305961608887,1464.85314941406,11.3822584152222,90.7512588500977,0.023161519318819,2456.4873046875,Temperate,"Mediterranean Forests, Woodlands & Scrub",TMD,Shrubs,40
4144,4144_A,Cape St. Mary's Ecological Reserve,Canada_4144_A,11.1833561700146,1964,3,II,Ecological Reserve,11.1833078498029,North America,Canada,32565,2,157.684906005859,6,0.0239011161029339,27,18.4713306427002,5.41120338439941,5.8153190612793,125.422096252441,0,3241.65966796875,Cold,Boreal Forests/Taiga,SMC,ClosedForestEvergreenNeedle,59
4145,4145,Barachois Pond Provincial Park,Canada_4145,29.5784035746915,1961,3,II,Provincial Park,29.5783260496944,North America,Canada,32566,5,162.426803588867,6,0.00442996807396412,26,22.7703876495361,116.949592590332,5.0706090927124,108.538787841797,0,2821.00634765625,Cold,Boreal Forests/Taiga,TMC,ClosedForestMixed,62
4146,4146,Chance Cove Provincial Park,Canada_4146,22.0122059362433,1976,3,II,Provincial Park,22.0122072715901,North America,Canada,32567,2,143.526107788086,6,0.00950801372528076,27,19.7706108093262,17.6846370697022,5.75729656219482,121.955932617188,0,3154.28442382813,Cold,Boreal Forests/Taiga,SMC,ClosedForestEvergreenNeedle,47
4147,4147,Butter Pot Provincial Park,Canada_4147,28.3286590446841,1958,3,II,Provincial Park,28.3286556273821,North America,Canada,32568,5,139.040222167969,6,0.194305643439293,27,20.6230182647705,188.949844360352,5.24297618865967,126.645790100098,0,2355.15356445313,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,65
4148,4148,Sir Richard Squires Memorial Provincial Park,Canada_4148,15.7607531230422,1954,3,II,Provincial Park,15.7607575947333,North America,Canada,32569,5,140.815872192383,6,0.0087231183424592,26,23.9453449249268,99.3789672851562,4.6118016242981,112.901741027832,0,2544.09887695313,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,69
4149,4149,La Manche Provincial Park,Canada_4149,13.9164669146638,1975,3,II,Provincial Park,13.9164329262621,North America,Canada,32570,2,137.308776855469,6,0.12344016879797,27,20.3102951049805,65.701904296875,5.62147855758667,121.39884185791,0,2759.55932617188,Cold,Boreal Forests/Taiga,SMC,ClosedForestEvergreenNeedle,48
4159,4159,Tantaré Ecological Reserve,Canada_4159,14.3964991282708,1978,1,Ia,Ecological Reserve,14.3964575082067,North America,Canada,32571,5,793.839172363281,4,0.191765263676643,26,23.9135303497314,544.40673828125,2.81838607788086,139.294937133789,0,3020.99584960938,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,45
4162,4162,Polar Bear Provincial Park,Canada_4162,23134.4503237619,1970,2,Ib,Provincial Park,23134.4632013281,North America,Canada,32572,13,152.025726318359,6,0.000172238505911082,27,20.727388381958,42.5216178894043,-3.74174284934998,45.4504280090332,0.000348005210980773,1121.27197265625,Cold,Boreal Forests/Taiga,SLB,HerbaceousWetland,53
4166,4166,Lake Superior Provincial Park (Natural Environment Class),Canada_4166,1606.33739692768,1944,3,II,Provincial Park,1606.33632504636,North America,Canada,32574,5,485.073944091797,4,0.00352771789766848,26,22.7893218994141,330.535430908203,3.30201530456543,117.47696685791,0.000175708686583675,2762.0068359375,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,79
4168,4168_A,Whiteshell Provincial Park,Canada_4168_A,1139.80049619122,1997,3,II,Provincial Park,1139.80057711846,North America,Canada,32575,17,481.793273925781,4,0.0191163793206215,26,27.0752792358398,329.107879638672,3.09903430938721,53.7326698303223,0.000307464943034574,2034.79675292969,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestEvergreenNeedle,26
4170,4170_A,Duck Mountain Provincial Park,Canada_4170_A,469.488574212233,1997,3,II,Provincial Park,469.489208546182,North America,Canada,32578,17,563.712097167969,6,0.0335971042513847,26,24.6918907165527,614.135986328125,0.996941745281219,44.6682167053223,5.39255634066649e-05,2352.47875976563,Cold,Boreal Forests/Taiga,TMB,ClosedForestDeciduousBroad,26
4170,4170_B,Duck Mountain Provincial Park,Canada_4170_B,267.834667873066,1931,3,II,Natural Environment Park,267.834665113151,North America,Canada,32579,17,568.078369140625,6,0.0529376082122326,26,24.485933303833,609.688049316406,1.19294714927673,44.8889083862305,0.00218069483526051,2048.86889648437,Cold,Boreal Forests/Taiga,TMB,ClosedForestDeciduousBroad,92
4171,4171_B,Hecla/Grindstone Provincial Park,Canada_4171_B,401.281051031337,1997,3,II,Provincial Park,401.281100741839,North America,Canada,32581,14,466.776519775391,98,0.0149335721507669,26,26.9598846435547,233.33056640625,2.70299100875855,42.1088981628418,0,2426.27685546875,Cold,Lakes,SMB,ClosedForestEvergreenNeedle,26
4174,4174,Cypress Hills Provincial Park,Canada_4174,201.290377787989,1951,3,II,Provincial Park,201.290412966226,North America,Canada,32583,13,352.553527832031,8,0.028310377150774,26,26.7874908447266,1353.41833496094,2.39734125137329,45.6353797912598,0,2193.24340820313,Cold,"Temperate Grasslands, Savannas & Shrublands",SLB,ClosedForestEvergreenNeedle,72
4176,4176,Spatsizi Plateau Wilderness Park,Canada_4176,6963.81794476767,1975,3,II,A - Park,6963.81633180471,North America,Canada,32584,16,62.1906051635742,6,4.29802712460514e-05,29,16.1740779876709,1517.91040039063,-2.22568726539612,76.4529495239258,0.00151023175567389,1136.88977050781,Polar,Boreal Forests/Taiga,TLB,HerbacousVeg,48
4177,4177,Wells Gray Park,Canada_4177,5404.13384587924,1939,3,II,A - Park,5404.13533842446,North America,Canada,32585,17,206.592559814453,5,0.00265035242773592,27,21.6912364959717,1484.81359863281,1.10076868534088,134.352172851563,0.00286385416984558,1363.20349121094,Cold,Temperate Conifer Forests,TMB,ClosedForestEvergreenNeedle,84
4178,4178,Atlin/A Teix'Gi Aan Tlein Park,Canada_4178,2298.94386984657,1973,3,II,A - Park,2298.94341344224,North America,Canada,32586,4,64.6753845214844,6,6.97581526765134e-06,29,14.0913152694702,1240.00561523438,-1.51723766326904,130.496398925781,2.99764978990424e-05,463.174011230469,Polar,Boreal Forests/Taiga,TLC,SnowIce,50
4179,4179,Garibaldi Park,Canada_4179,1886.66415903377,1920,3,II,A - Park,1886.66460518995,North America,Canada,32587,5,578.154724121094,5,0.0048990179784596,27,21.061336517334,1577.06372070313,1.45738434791565,246.294647216797,0.0002976757241413,913.39697265625,Cold,Temperate Conifer Forests,TMC,ClosedForestEvergreenNeedle,103
4181,4181,Mount Edziza Park,Canada_4181,2658.25274811371,1972,2,Ib,A - Park,2658.25354976429,North America,Canada,32589,4,64.4143676757813,6,0.000521402165759355,19,17.9405002593994,1221.2734375,-0.659386396408081,95.8215866088867,0.00624199258163571,1223.39758300781,Cold,Boreal Forests/Taiga,TLC,ClosedForestEvergreenNeedle,51
4184,4184_A,Naikoon Park,Canada_4184_A,671.052226749433,1973,3,II,A - Park,671.052428627078,North America,Canada,32591,23,209.987594604492,5,0.00746030220761895,15,18.0179328918457,47.6001205444336,9.14749431610107,117.060134887695,5.81539643462747e-05,3340.16870117188,Temperate,Temperate Conifer Forests,TMN,ClosedForestEvergreenNeedle,50
4186,4186_A,Cape Scott Park,Canada_4186_A,171.124469094582,1973,3,II,A - Park,171.125386138725,North America,Canada,32593,23,275.438629150391,5,0.00012199626507936,15,15.7677431106567,73.386116027832,8.98783874511719,208.372924804688,0,2952.03051757813,Temperate,Temperate Conifer Forests,TMN,ClosedForestEvergreenNeedle,50
4191,4191,Dinosaur Provincial Park,Canada_4191,70.3543326812013,1955,3,II,Provincial Park,70.3542464181862,North America,Canada,32596,13,430.147796630859,8,0.0687991827726364,7,29.4838352203369,676.158203125,4.54123115539551,24.51291847229,3.26460258293082e-06,1071.5078125,Arid,"Temperate Grasslands, Savannas & Shrublands",SLB,HerbacousVeg,68
42,42,Reserva Biológica Do Lago Piratuba,Brazil_42,3924.7107526106,1984,1,Ia,Biological Reserve,3951.0114815611,South America,Brazil,32600,24,189.197723388672,1,0.00590355042368174,2,32.0863151550293,2.49171352386475,26.917350769043,292.412628173828,0.0130184404551983,4106.078125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,HerbaceousWetland,39
421,421,Girraween,Australia_421,116.995092337754,1999,3,II,National Park,117.416886692683,Oceania,Australia,32607,24,269.499237060547,4,0.068644106388092,15,28.9140033721924,963.639953613281,13.9972887039185,62.0027847290039,0.0585684329271317,2867.58911132813,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestEvergreenBroad,24
426,426,Southwood,Australia_426,71.200644500298,2001,3,II,National Park,71.4715665044872,Oceania,Australia,32618,23,255.133850097656,7,0.0307525582611561,6,36.7612113952637,270.844390869141,20.2709178924561,42.3002777099609,0.000325332803186029,2504.9345703125,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TMN,ClosedForestEvergreenBroad,22
428,428,Blackdown Tableland,Australia_428,478.73938198211,2006,3,II,National Park,480.913327067501,Oceania,Australia,32619,23,265.984893798828,7,0.00891775637865067,6,34.5815773010254,537.341918945313,19.5713996887207,64.3999404907227,0.0926657617092133,3131.97045898438,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TMN,ClosedForestEvergreenBroad,17
43,43,Reserva Biológica Do Rio Trombetas,Brazil_43,4077.56377481125,1979,1,Ia,Biological Reserve,4105.05189862906,South America,Brazil,32620,24,232.133193969727,1,0.0105003900825977,1,36.0069618225098,119.815521240234,26.6939830780029,197.356399536133,0.000190335456863977,4620.16259765625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,44
431,431,Cape Upstart,Australia_431,85.9795413901828,2016,3,II,National Park,86.4266137994815,Oceania,Australia,32621,8,161.566436767578,7,0.0174560844898224,3,28.3853225708008,193.46891784668,22.7611808776856,92.5920562744141,0.0251626223325729,3241.86083984375,Tropical,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SMD,ClosedForestEvergreenBroad,7
432,432,Eurimbula,Australia_432,233.418049331199,2009,3,II,National Park,234.465144405508,Oceania,Australia,32622,24,251.827667236328,4,0.0108168506994843,14,29.8354778289795,122.031326293945,21.6057624816895,97.5537796020508,0.0358490906655788,3578.9287109375,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestEvergreenBroad,14
433,433,Isla Gorge,Australia_433,78.8964346174394,1994,3,II,National Park,79.2366772010172,Oceania,Australia,32628,23,239.940322875977,7,0.0138835199177265,6,36.5233573913574,333.711547851563,20.7208213806152,60.7583389282227,0.0621888041496277,2794.72924804688,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TMN,ClosedForestEvergreenBroad,29
434,434,Forty Mile Scrub,Australia_434,63.0704762838906,1997,3,II,National Park,63.413766051726,Oceania,Australia,32631,9,159.766860961914,7,0.0148473270237446,11,33.2730178833008,798.994140625,21.4318656921387,81.2052612304688,0.0482000708580017,2953.38720703125,Temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SHD,ClosedForestDeciduousBroad,26
435,435,Castle Tower,Australia_435,87.4488961926263,2010,3,II,National Park,87.8400844984033,Oceania,Australia,32635,24,259.633666992188,4,0.0351609401404858,14,32.2627944946289,282.802368164063,20.374963760376,87.2101974487305,0.101777620613575,3501.55419921875,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestEvergreenBroad,13
436,436,Mazeppa,Australia_436,41.2583139722481,2001,3,II,National Park,41.4570903546175,Oceania,Australia,32636,11,190.700164794922,7,0.0558827333152294,6,37.7693634033203,249.698913574219,23.3442573547363,44.6615676879883,0.00252168392762542,2047.25378417969,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TMD,ClosedForestDeciduousBroad,22
4366,4366,Duida - Marahuaca,Venezuela_4366,4078.93920449723,1978,3,II,National Park (PN),4097.0669904613,South America,Venezuela,32637,24,231.57453918457,1,0.0115655837580562,1,29.5354537963867,1085.44152832031,21.8324642181397,378.446380615234,0.000161654359544627,4160.79150390625,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,45
4377,4377,Slovensky raj,Slovakia_4377,194.152191074953,2016,3,II,National Park; third level of protection,194.152190919264,Europe,Slovakia,32645,17,1115.81567382813,5,0.216353952884674,26,22.8283443450928,860.46826171875,6.47880172729492,73.3774490356445,5.44501460808533e-07,3033.71948242188,Cold,Temperate Conifer Forests,TMB,ClosedForestEvergreenNeedle,7
44,44,Reserva Biológica Do Jaru,Brazil_44,3468.61285497887,1979,1,Ia,Biological Reserve,3490.61899226609,South America,Brazil,32658,24,498.732818603516,1,0.00534885982051492,3,36.1844024658203,236.215927124023,26.1550216674805,144.413787841797,0.00175542675424367,5009.658203125,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,44
440,440,Mount Walsh,Australia_440,107.866165070445,2009,3,II,National Park,108.320688973566,Oceania,Australia,32659,24,237.727661132813,4,0.0259707178920507,14,33.6743774414063,358.801696777344,19.1525707244873,77.0942001342774,0.0238185245543718,3731.42919921875,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestEvergreenBroad,14
441,441,Porcupine Gorge,Australia_441,52.4155401630241,2004,3,II,National Park,52.6832984728575,Oceania,Australia,32662,11,188.114486694336,7,0.00280268373899162,6,36.6127662658691,602.002746582031,22.8366184234619,51.7585296630859,0.027349503710866,1972.96691894531,Arid,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TMD,OpenForestDeciduousBroad,19
442,442,Mount Aberdeen,Australia_442,29.4328000438202,2010,3,II,National Park,29.5835192327906,Oceania,Australia,32670,8,175.870590209961,7,0.0354196578264236,11,32.340518951416,394.688140869141,21.863410949707,73.3858947753906,0.0094230966642499,3399.53857421875,Temperate,"Tropical & Subtropical Grasslands, Savannas & Shrublands",SMD,ClosedForestDeciduousBroad,13
4444262,4444262,Bayou Beouf,United States of America_4444262,2.78260119294594,1975,1,Ia,Research Natural Area,2.79129204767193,North America,United States of America,33097,24,846.884704589844,5,0.308808594942093,14,38.045825958252,24.2877292633057,19.8863849639893,110.875801086426,0.0139315193518996,4236.5771484375,Temperate,Temperate Conifer Forests,THN,ClosedForestOther,48
4444263,4444263,Cunningham Brake,United States of America_4444263,7.25228768867326,1990,1,Ia,Research Natural Area,7.27439494939803,North America,United States of America,33099,24,831.513916015625,5,0.093184269964695,14,38.9485015869141,29.1839962005615,19.7765827178955,101.994476318359,0.00267687952145934,4097.98486328125,Temperate,Temperate Conifer Forests,THN,ClosedForestOther,33
4444266,4444266,Gap Creek,United States of America_4444266,4.62985853019435,1990,1,Ia,Research Natural Area,4.64116853519102,North America,United States of America,33103,24,1141.00695800781,4,0.194913491606712,14,36.8411979675293,315.780914306641,16.594934463501,117.265617370605,0.00690348399803042,3976.56420898438,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestDeciduousBroad,33
4444270,4444270,Lake Winona,United States of America_4444270,1.12998299772965,1977,1,Ia,Research Natural Area,1.13263948671285,North America,United States of America,33110,24,1149.41821289063,4,0.0577453076839447,14,35.5434799194336,280.339599609375,16.3849983215332,131.371063232422,0.00840064790099859,3844.77172851563,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestEvergreenNeedle,46
4444277,4444277,Roaring Branch,United States of America_4444277,1.33668586443856,1969,1,Ia,Research Natural Area,1.33995747416404,North America,United States of America,33115,24,1141.00695800781,4,0.0945315212011337,14,35.7427291870117,473.868865966797,15.6303825378418,137.694717407227,0.0135208666324615,3929.31372070313,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestDeciduousBroad,54
4444317,4444317,Bald Knob,United States of America_4444317,23.5926121541178,1990,2,Ib,Wilderness,23.6336236737896,North America,United States of America,33174,18,1134.68237304688,4,0.0831173285841942,14,35.3898429870605,176.847091674805,14.3594751358032,111.337783813477,0.000280543870758265,4068.5400390625,Temperate,Temperate Broadleaf & Mixed Forests,THB,ClosedForestDeciduousBroad,33
4444318,4444318,Bay Creek,United States of America_4444318,11.1700965723673,1990,2,Ib,Wilderness,11.1895234798783,North America,United States of America,33175,6,1104.31506347656,4,0.1077004596591,14,35.3625526428223,200.788192749023,14.4422121047974,115.056968688965,0,3929.13842773438,Temperate,Temperate Broadleaf & Mixed Forests,THC,ClosedForestDeciduousBroad,33
4444319,4444319,Big Island Lake,United States of America_4444319,23.181171277433,1987,2,Ib,Wilderness,23.1748119538584,North America,United States of America,33176,5,517.28076171875,4,0.0203951150178909,26,27.2994251251221,250.836471557617,5.72758913040161,74.4759826660156,0,2959.51708984375,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestDeciduousBroad,36
4444320,4444320,Black Fork Mountain,United States of America_4444320,54.4941483574795,1984,2,Ib,Wilderness,54.6233984288317,North America,United States of America,33178,24,1078.19702148438,4,0.0509883984923363,14,35.6623229980469,511.433074951172,15.353856086731,126.16618347168,0.0073878220282495,3904.67309570313,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestDeciduousBroad,39
4444321,4444321,Blackjack Springs,United States of America_4444321,23.9269877944033,1978,2,Ib,Wilderness,23.9218274846735,North America,United States of America,33180,17,809.426879882813,4,0.0656797215342522,26,27.3225288391113,521.436401367188,5.04598379135132,70.5479354858399,5.38175015663001e-09,3305.04467773438,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestMixed,45
4444322,4444322,Burden Falls,United States of America_4444322,15.1342299093565,1990,2,Ib,Wilderness,15.1604413997026,North America,United States of America,33182,6,1104.31506347656,4,0.0835748985409737,14,35.6412124633789,162.601470947266,14.607834815979,108.330192565918,0,3966.6904296875,Temperate,Temperate Broadleaf & Mixed Forests,THC,ClosedForestDeciduousBroad,33
4444323,4444323,Charles C. Deam,United States of America_4444323,50.7375241176606,1982,2,Ib,Wilderness,50.8085658702505,North America,United States of America,33183,17,1245.30541992188,4,0.0720366090536118,25,34.1797904968262,218.478164672852,12.9203805923462,97.9773330688477,0,3885.42797851563,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestDeciduousBroad,41
4444325,4444325,Delirium,United States of America_4444325,48.3652321834706,1987,2,Ib,Wilderness,48.3510307169042,North America,United States of America,33188,5,471.371063232422,4,0.0361328348517418,26,26.4752407073975,215.858505249023,5.60653305053711,77.9677658081055,5.11397229274735e-05,2843.330078125,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestDeciduousBroad,36
4444326,4444326,Garden Of The Gods,United States of America_4444326,16.0979940794566,1990,2,Ib,Wilderness,16.1257951804587,North America,United States of America,33189,17,1104.31506347656,4,0.0733841210603714,14,35.4887466430664,179.474594116211,14.4904298782349,110.881172180176,1.27460798466927e-05,3992.31274414063,Temperate,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestDeciduousBroad,33
4444328,4444328,Headwaters,United States of America_4444328,89.4366975535039,1984,2,Ib,Wilderness,89.4206744548775,North America,United States of America,33191,17,683.916748046875,4,0.005659488029778,26,27.9429779052734,506.534759521484,5.23994493484497,70.0506134033203,0,3166.21142578125,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestDeciduousBroad,39
4444329,4444329,Horseshoe Bay,United States of America_4444329,15.6985577086141,1987,2,Ib,Wilderness,15.6951451164319,North America,United States of America,33193,5,564.226013183594,4,0.132860779762268,26,26.0432453155518,181.404327392578,6.0445613861084,73.0276031494141,0,2885.43286132813,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,36
4444331,4444331,Irish,United States of America_4444331,66.8096300650675,1984,2,Ib,Wilderness,66.9381198403268,North America,United States of America,33198,6,1073.9482421875,4,0.0405104979872704,14,35.119930267334,219.311325073242,14.7739839553833,103.186676025391,0.000280312291579321,3908.3291015625,Temperate,Temperate Broadleaf & Mixed Forests,THC,ClosedForestDeciduousBroad,39
4444332,4444332,Leatherwood,United States of America_4444332,67.9525190676481,1984,2,Ib,Wilderness,68.0930241063499,North America,United States of America,33200,24,982.402221679687,4,0.0274698212742806,14,35.2098693847656,293.443786621094,15.3068294525146,104.323738098145,0.0146318981423974,3899.86987304688,Temperate,Temperate Broadleaf & Mixed Forests,THN,ClosedForestDeciduousBroad,39
4444333,4444333,Lusk Creek,United States of America_4444333,26.8383339125213,1990,2,Ib,Wilderness,26.8851493218526,North America,United States of America,33202,6,1104.31506347656,4,0.0578260198235512,14,35.4582557678223,180.081954956055,14.5356578826904,114.206497192383,0,3949.28955078125,Temperate,Temperate Broadleaf & Mixed Forests,THC,ClosedForestDeciduousBroad,33
4444334,4444334,Mackinac,United States of America_4444334,46.2408211423852,1987,2,Ib,Wilderness,46.229820857036,North America,United States of America,33204,5,471.37109375,4,0.0113389696925879,26,25.9457874298096,217.354782104492,5.78766489028931,75.4642791748047,0,3227.10961914063,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,36
4444335,4444335,Mccormick,United States of America_4444335,69.542954529205,1987,2,Ib,Wilderness,69.516270937177,North America,United States of America,33205,5,513.820861816406,4,0.00220680353231728,26,26.1780395507813,540.921264648438,4.40019941329956,81.0288391113281,0,3107.26831054688,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,36
